Curva,Poco
LHEW,P_1-BRSA-551-SE
TIME,P_1-BRSA-551-SE
SCDV,P_1-BRSA-551-SE
HMAS,P_1-BRSA-551-SE
FCBR,P_1-BRSA-551-SE
BIOM,P_1-BRSA-551-SE
SIOM,P_1-BRSA-551-SE
LIOM,P_1-BRSA-551-SE
RIOM,P_1-BRSA-551-SE
NIOM,P_1-BRSA-551-SE
HIOM,P_1-BRSA-551-SE
MIOM,P_1-BRSA-551-SE
TQCA,P_1-BRSA-551-SE
BSW,P_1-BRSA-551-SE
LSW,P_1-BRSA-551-SE
SSW,P_1-BRSA-551-SE
BSWU,P_1-BRSA-551-SE
SSWU,P_1-BRSA-551-SE
LSWU,P_1-BRSA-551-SE
LWTO,P_1-BRSA-551-SE
TDEP,P_1-BRSA-551-SE
TIME,P_1-BRSA-551-SE
AHDES,P_1-BRSA-551-SE
TDEP,P_1-BRSA-551-SE
AHIBT,P_1-BRSA-551-SE
AHIBD,P_1-BRSA-551-SE
AHIMR,P_1-BRSA-551-SE
AHIFF,P_1-BRSA-551-SE
AHIPO,P_1-BRSA-551-SE
AHCES,P_1-BRSA-551-SE
AHBFR,P_1-BRSA-551-SE
AHECEF,P_1-BRSA-551-SE
AECF,P_1-BRSA-551-SE
AEHF,P_1-BRSA-551-SE
AERS,P_1-BRSA-551-SE
AEMF,P_1-BRSA-551-SE
AECW,P_1-BRSA-551-SE
AHOCO60,P_1-BRSA-551-SE
AHOCO90,P_1-BRSA-551-SE
AHTCO60,P_1-BRSA-551-SE
AHTCO90,P_1-BRSA-551-SE
AHFCO60,P_1-BRSA-551-SE
AHFCO90,P_1-BRSA-551-SE
AECO10,P_1-BRSA-551-SE
AECO20,P_1-BRSA-551-SE
AECO30,P_1-BRSA-551-SE
AECO60,P_1-BRSA-551-SE
AECO90,P_1-BRSA-551-SE
AHO10,P_1-BRSA-551-SE
AHO20,P_1-BRSA-551-SE
AHO30,P_1-BRSA-551-SE
AHO60,P_1-BRSA-551-SE
AHO90,P_1-BRSA-551-SE
AHT10,P_1-BRSA-551-SE
AHT20,P_1-BRSA-551-SE
AHT30,P_1-BRSA-551-SE
AHT60,P_1-BRSA-551-SE
AHT90,P_1-BRSA-551-SE
AHF10,P_1-BRSA-551-SE
AHF20,P_1-BRSA-551-SE
AHF30,P_1-BRSA-551-SE
AHF60,P_1-BRSA-551-SE
AHF90,P_1-BRSA-551-SE
AE10,P_1-BRSA-551-SE
AE20,P_1-BRSA-551-SE
AE30,P_1-BRSA-551-SE
AE60,P_1-BRSA-551-SE
AE90,P_1-BRSA-551-SE
AHTOO,P_1-BRSA-551-SE
AHTD1,P_1-BRSA-551-SE
AHTD2,P_1-BRSA-551-SE
AHTRT,P_1-BRSA-551-SE
AHTRX,P_1-BRSA-551-SE
TIME,P_1-BRSA-551-SE
AHIBP,P_1-BRSA-551-SE
AHCBS,P_1-BRSA-551-SE
AHIBC,P_1-BRSA-551-SE
AHQAB,P_1-BRSA-551-SE
AHQABN,P_1-BRSA-551-SE
AHOCO,P_1-BRSA-551-SE
AHOCB,P_1-BRSA-551-SE
AHTCO,P_1-BRSA-551-SE
AHTCB,P_1-BRSA-551-SE
AHFCO,P_1-BRSA-551-SE
AHFCB,P_1-BRSA-551-SE
U-AITH_AEFL,P_1-BRSA-551-SE
U-AITH_AEMF,P_1-BRSA-551-SE
U-AITH_AERS,P_1-BRSA-551-SE
AHTVM,P_1-BRSA-551-SE
AHIECAK,P_1-BRSA-551-SE
AHIFC,P_1-BRSA-551-SE
AHISE,P_1-BRSA-551-SE
AHIDC,P_1-BRSA-551-SE
AHIEC,P_1-BRSA-551-SE
TDEP,P_1-BRSA-551-SE
AHMF,P_1-BRSA-551-SE
TIME,P_1-BRSA-551-SE
AHDSP,P_1-BRSA-551-SE
AHDVO,P_1-BRSA-551-SE
AHMC,P_1-BRSA-551-SE
AHDTE,P_1-BRSA-551-SE
TDEP,P_1-BRSA-551-SE
TIME,P_1-BRSA-551-SE
AHDTD,P_1-BRSA-551-SE
AHDTR,P_1-BRSA-551-SE
TDEP,P_1-BRSA-551-SE
AMF1,P_1-BRSA-551-SE
DGA1,P_1-BRSA-551-SE
HTH1,P_1-BRSA-551-SE
NAM1,P_1-BRSA-551-SE
SOT1,P_1-BRSA-551-SE
SNR1,P_1-BRSA-551-SE
TT1,P_1-BRSA-551-SE
TLO1,P_1-BRSA-551-SE
THI1,P_1-BRSA-551-SE
AMF2,P_1-BRSA-551-SE
DGA2,P_1-BRSA-551-SE
HTH2,P_1-BRSA-551-SE
NAM2,P_1-BRSA-551-SE
SOT2,P_1-BRSA-551-SE
SNR2,P_1-BRSA-551-SE
TT2,P_1-BRSA-551-SE
TLO2,P_1-BRSA-551-SE
THI2,P_1-BRSA-551-SE
AMF3,P_1-BRSA-551-SE
DGA3,P_1-BRSA-551-SE
HTH3,P_1-BRSA-551-SE
NAM3,P_1-BRSA-551-SE
SOT3,P_1-BRSA-551-SE
SNR3,P_1-BRSA-551-SE
TT3,P_1-BRSA-551-SE
TLO3,P_1-BRSA-551-SE
THI3,P_1-BRSA-551-SE
AMF4,P_1-BRSA-551-SE
DGA4,P_1-BRSA-551-SE
HTH4,P_1-BRSA-551-SE
NAM4,P_1-BRSA-551-SE
SOT4,P_1-BRSA-551-SE
SNR4,P_1-BRSA-551-SE
TT4,P_1-BRSA-551-SE
TLO4,P_1-BRSA-551-SE
THI4,P_1-BRSA-551-SE
WF1N,P_1-BRSA-551-SE
WF2N,P_1-BRSA-551-SE
WF3N,P_1-BRSA-551-SE
WF4N,P_1-BRSA-551-SE
RAF2,P_1-BRSA-551-SE
RAF4,P_1-BRSA-551-SE
WDE3,P_1-BRSA-551-SE
WDE4,P_1-BRSA-551-SE
WDE1,P_1-BRSA-551-SE
WDE2,P_1-BRSA-551-SE
DSOZ,P_1-BRSA-551-SE
EROZ,P_1-BRSA-551-SE
EPEZ,P_1-BRSA-551-SE
EHMZ,P_1-BRSA-551-SE
GREZ,P_1-BRSA-551-SE
HDRA,P_1-BRSA-551-SE
HPRA,P_1-BRSA-551-SE
HDRB,P_1-BRSA-551-SE
PEA,P_1-BRSA-551-SE
PEFBA,P_1-BRSA-551-SE
PEFSA,P_1-BRSA-551-SE
PEFLA,P_1-BRSA-551-SE
PEFZ,P_1-BRSA-551-SE
PEMZ,P_1-BRSA-551-SE
QCRH,P_1-BRSA-551-SE
QCPEF,P_1-BRSA-551-SE
RHBA,P_1-BRSA-551-SE
RHSA,P_1-BRSA-551-SE
RHLA,P_1-BRSA-551-SE
RHOZ,P_1-BRSA-551-SE
ROMZ,P_1-BRSA-551-SE
TITER,P_1-BRSA-551-SE
UZ,P_1-BRSA-551-SE
DPHZ,P_1-BRSA-551-SE
HMIN,P_1-BRSA-551-SE
HMNO,P_1-BRSA-551-SE
RXOZ,P_1-BRSA-551-SE
RSOZ,P_1-BRSA-551-SE
RXO8,P_1-BRSA-551-SE
RSO8,P_1-BRSA-551-SE
RMCZ,P_1-BRSA-551-SE
EHGR,P_1-BRSA-551-SE
RHGR,P_1-BRSA-551-SE
HGR,P_1-BRSA-551-SE
RGHN,P_1-BRSA-551-SE
HDRT,P_1-BRSA-551-SE
HTNP,P_1-BRSA-551-SE
HTAL,P_1-BRSA-551-SE
RHFT,P_1-BRSA-551-SE
RHNT,P_1-BRSA-551-SE
HCFT,P_1-BRSA-551-SE
HCNT,P_1-BRSA-551-SE
HNPO,P_1-BRSA-551-SE
TIME,P_1-BRSA-551-SE
DST1,P_1-BRSA-551-SE
DST2,P_1-BRSA-551-SE
DST3,P_1-BRSA-551-SE
DST4,P_1-BRSA-551-SE
SAST,P_1-BRSA-551-SE
DSTT,P_1-BRSA-551-SE
WF1,P_1-BRSA-551-SE
WF2,P_1-BRSA-551-SE
WF3,P_1-BRSA-551-SE
WF4,P_1-BRSA-551-SE
WF3R,P_1-BRSA-551-SE
WF4R,P_1-BRSA-551-SE
WF1R,P_1-BRSA-551-SE
WF2R,P_1-BRSA-551-SE
HAZ,P_1-BRSA-551-SE
TDEP,P_1-BRSA-551-SE
TIME,P_1-BRSA-551-SE
AZSN,P_1-BRSA-551-SE
AZS1,P_1-BRSA-551-SE
AZS2,P_1-BRSA-551-SE
TDEP,P_1-BRSA-551-SE
TIME,P_1-BRSA-551-SE
HAZ01,P_1-BRSA-551-SE
RXRU,P_1-BRSA-551-SE
RVDRU,P_1-BRSA-551-SE
RVSRU,P_1-BRSA-551-SE
RXGR,P_1-BRSA-551-SE
