Profundidade,Topo,Base,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,Log10_RESD,DT,RHOB,DRHO,NPHI,PE,Litologia
600.9,False,True,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.884956359863281,0.3849563598632812,95.21573638916016,6.106687545776367,0.7858056994920756,93.85490417480467,2.478987455368042,-0.0001962184906005,0.2883453369140625,3.356323480606079,ARENITO
601.0,True,False,CREME,ACASTANHADO,,,8.5,8.879470825195312,0.3794708251953124,97.02484130859376,5.660027503967285,0.752818541575586,93.38347244262695,2.471800923347473,-7.617473602290624e-05,0.2946436256170273,3.3942493200302124,CALCILUTITO
601.1,False,False,CREME,ACASTANHADO,,,8.5,8.873985290527344,0.3739852905273437,98.83394622802734,5.213367462158203,0.7171183370818777,92.91204071044922,2.4646143913269043,4.38690185546875e-05,0.300941914319992,3.4321751594543457,CALCILUTITO
601.2,False,False,CREME,ACASTANHADO,,,8.5,8.95077896118164,0.4507789611816406,100.7382583618164,4.815141201019287,0.6826090270627091,93.31388854980467,2.4639763832092285,0.0106565952301025,0.314923346042633,3.5224642753601074,CALCILUTITO
601.3,False,False,CREME,ACASTANHADO,,,8.5,8.895926475524902,0.3959264755249023,100.05724334716795,5.031531810760498,0.701700222766498,93.55371856689452,2.471404194831848,0.0132670402526854,0.313463032245636,3.523754358291626,CALCILUTITO
601.4,False,False,CREME,ACASTANHADO,,,8.5,8.841073989868164,0.341073989868164,99.37622833251952,5.247922420501709,0.7199874062843244,93.79354858398438,2.478832006454468,0.0158774852752685,0.3120027184486389,3.5250444412231445,CALCILUTITO
601.5,False,False,CREME,ACASTANHADO,,,8.5,8.819132804870605,0.3191328048706054,96.1388931274414,5.478583335876465,0.738668272179446,86.41239166259766,2.521850824356079,0.0145399570465087,0.2998330295085907,3.4698374271392822,CALCILUTITO
601.6,False,False,CREME,ACASTANHADO,,,8.5,8.830103397369385,0.3301033973693847,93.28241729736328,5.475708246231079,0.7384403002312319,84.16255187988281,2.536001682281494,0.0081888437271117,0.2852518856525421,3.4418269395828247,CALCILUTITO
601.7,False,False,CREME,ACASTANHADO,,,8.5,8.841073989868164,0.341073989868164,90.42594146728516,5.472833156585693,0.7382122085520336,81.91271209716797,2.550152540206909,0.0018377304077148,0.2706707417964935,3.413816452026367,CALCILUTITO
601.8,False,False,CREME,ACASTANHADO,,,8.5,8.884956359863281,0.3849563598632812,79.98120880126953,5.948354244232178,0.774396824297489,63.88135528564453,2.5897040367126465,0.004941701889038,0.231194794178009,3.436198234558105,CALCILUTITO
601.9,False,True,CREME,ACASTANHADO,,,8.5,8.830103874206543,0.3301038742065429,75.69649505615234,6.536026954650879,0.8153138345635267,63.54806900024414,2.5997273921966557,0.0151187181472777,0.2180398702621459,3.500457525253296,CALCILUTITO
